id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
3264,753,0,1.8,0,1,0,12,0.2,123,1,11,943,1159,1126,7,6,19,0,1,1,0
3265,689,0,2.2,0,1,1,39,0.2,84,1,5,872,1023,2085,13,7,6,1,0,0,1
3266,516,1,1.8,1,1,1,13,0.7,131,1,4,1503,1700,3138,19,6,9,1,0,1,3
3267,1033,0,1.5,0,13,1,7,0.7,96,3,18,878,1625,1163,13,9,8,1,0,1,1
3268,909,0,1,1,3,1,4,0.3,111,1,4,1387,1481,1081,12,10,4,1,1,1,1
3269,1837,1,0.8,0,4,1,19,0.9,143,2,5,1063,1750,2402,14,1,5,1,0,0,2
3270,1525,0,0.6,1,1,1,54,0.4,134,3,2,228,1850,3387,7,3,11,1,0,1,3
3271,1066,0,2.9,0,7,0,42,0.9,126,6,17,427,1273,1360,17,0,14,0,0,1,0
3272,1957,1,1.8,1,0,1,31,0.8,87,4,10,1119,1374,2581,7,3,8,1,0,0,3
3273,1187,0,0.7,1,1,1,25,0.8,91,2,8,1105,1473,306,19,7,3,1,0,1,0
3274,640,1,1.6,1,3,1,12,0.2,131,7,17,455,831,2497,17,1,10,1,0,0,1
3275,1615,0,2.7,0,4,1,46,0.6,118,1,5,281,1074,1883,16,9,2,1,0,1,1
3276,1746,1,1.5,1,4,1,6,0.9,170,1,15,598,1009,3509,6,4,10,1,1,1,3
3277,599,0,1.4,1,10,1,8,0.5,142,8,14,124,610,3199,9,7,10,1,0,1,2
3278,1541,0,2.4,0,2,0,37,0.2,156,8,3,314,576,754,15,0,14,1,1,0,0
3279,888,0,0.7,0,2,0,23,0.1,110,7,7,308,1328,777,14,5,6,0,0,0,0
3280,1615,0,0.6,0,12,0,58,0.4,170,1,13,1267,1758,3643,17,2,17,0,1,1,3
3281,1439,0,1.6,0,4,1,12,0.7,174,5,16,1581,1706,1298,14,9,5,1,0,0,1
3282,1383,0,1.4,0,5,1,6,0.2,158,6,8,1400,1795,3724,13,10,11,1,1,0,3
3283,622,1,0.5,0,4,1,10,0.1,81,6,6,121,1536,1926,16,3,18,1,1,1,1
3284,853,0,1.2,1,5,1,15,0.3,178,6,8,534,1740,2657,12,2,6,1,1,0,2
3285,1004,0,2,0,2,1,12,0.3,158,5,6,1217,1690,2035,11,9,10,1,0,0,2
3286,1737,1,1.8,0,0,1,9,0.8,100,2,1,663,840,3077,18,16,6,1,0,0,3
3287,597,1,1.8,0,0,1,19,0.3,168,3,0,1131,1634,486,12,8,4,1,1,0,0
3288,873,1,1.3,1,1,1,49,0.7,141,6,13,700,991,3890,16,14,20,1,1,1,3
3289,1554,1,2.8,1,10,1,28,0.2,165,5,15,804,1064,1129,12,1,7,1,0,1,1
3290,628,1,0.5,1,7,0,58,0.5,130,5,8,1029,1970,1927,14,5,5,1,0,0,1
3291,925,1,2.8,1,6,1,46,0.4,84,4,11,1003,1322,872,8,4,4,1,1,1,0
3292,1291,1,1.2,0,10,1,60,0.6,172,7,14,1252,1516,3163,11,4,19,1,0,1,3
3293,1378,0,0.6,0,0,1,31,0.3,125,4,0,301,982,1321,14,7,13,1,0,1,0
3294,1715,0,1,0,7,0,36,0.1,177,5,9,1248,1943,1451,8,6,10,0,0,0,2
3295,602,1,0.5,0,1,1,59,0.7,146,8,4,767,1870,383,16,10,6,1,1,1,0
3296,1360,0,1.5,1,10,0,56,0.3,95,1,19,406,1540,2477,13,0,13,1,1,1,2
3297,1657,0,2.8,0,0,1,44,1,137,8,0,366,803,2381,7,4,19,1,0,0,2
3298,969,0,1.9,1,1,0,42,0.1,133,7,11,411,1626,3721,10,0,7,1,1,0,3
3299,1102,0,1.4,1,10,0,2,0.1,153,7,20,219,1421,2641,7,5,13,1,0,0,2
3300,884,0,0.6,0,2,0,52,0.1,178,3,3,202,1449,458,14,7,17,1,0,0,0
3301,677,0,1.5,0,5,1,6,0.9,164,2,19,1084,1484,3795,11,5,18,1,0,0,3
3302,1887,1,0.6,0,1,0,19,0.8,192,2,9,1246,1430,1239,15,10,17,0,1,0,1
3303,1941,0,2.6,0,5,0,5,0.8,162,5,16,237,1016,717,14,12,15,1,1,1,0
3304,901,0,2.6,1,2,1,33,0.4,198,2,17,335,1695,3428,12,1,20,1,0,0,3
3305,1090,1,1.7,1,1,0,58,0.8,86,7,13,143,1904,3923,9,3,3,1,0,0,3
3306,1036,1,2.3,1,5,1,30,0.2,80,8,7,13,1756,2107,10,0,19,1,1,1,1
3307,1439,1,0.8,0,2,1,42,0.6,84,3,10,723,1175,1377,15,9,16,1,0,1,1
3308,844,0,1.7,1,7,1,26,0.7,177,5,11,519,633,1725,6,5,20,1,1,1,0
3309,1509,1,1.3,1,0,1,6,0.5,85,3,9,557,1395,3592,16,1,11,1,1,1,3
3310,1446,1,2.3,0,2,1,5,0.1,129,5,11,428,796,2153,18,15,19,1,0,1,1
3311,1108,1,2.6,1,0,1,44,0.7,103,4,5,846,1078,3230,13,11,8,1,1,1,3
3312,656,1,0.7,1,3,1,23,0.8,156,1,9,322,1412,2117,13,6,2,1,0,0,1
3313,1155,1,1.1,0,0,1,6,0.5,198,4,0,747,1778,1294,19,0,6,1,0,0,1
3314,743,1,0.5,1,3,1,27,0.1,112,5,10,70,858,3644,9,4,15,1,1,0,2
3315,1914,1,0.5,0,5,1,41,0.6,131,2,17,11,1674,389,5,1,12,1,0,0,0
3316,1523,0,0.6,1,1,0,32,0.7,135,3,8,971,1532,875,8,2,10,1,0,1,1
3317,1937,0,2.6,0,0,1,59,0.9,136,6,0,1446,1935,3667,10,9,16,1,0,1,3
3318,1838,0,1.1,1,13,1,17,0.1,157,4,18,1629,1785,3151,12,4,2,1,0,1,3
3319,1288,1,0.5,1,3,1,5,0.2,152,1,9,27,513,3805,13,4,4,1,1,0,3
3320,1000,1,2.3,0,9,0,17,0.8,124,7,17,895,1286,3906,11,0,14,1,1,0,3
3321,1551,1,2.3,0,6,1,13,0.2,121,7,7,575,998,1515,18,10,12,1,1,1,1
3322,1978,1,0.5,0,4,1,29,0.5,149,5,13,592,688,2994,11,1,20,1,1,1,3
3323,821,0,1.9,0,7,0,20,0.8,185,6,14,504,986,1492,13,4,11,0,1,0,0
3324,725,0,0.5,0,6,0,27,0.5,86,2,11,1253,1321,2022,11,10,12,1,1,1,1
3325,1520,1,0.9,1,0,1,42,0.4,123,5,0,690,900,1507,15,3,19,1,0,0,1
3326,925,0,0.7,0,3,0,47,0.9,182,3,6,732,806,1342,7,2,6,0,1,1,0
3327,782,1,1.2,0,2,0,17,0.1,95,8,4,1392,1466,1898,18,2,11,0,0,1,1
3328,961,0,2.3,0,14,0,22,0.1,173,5,20,265,1666,3520,11,7,19,1,1,1,3
3329,520,1,1.9,1,0,1,39,0.7,142,1,0,25,1096,2145,6,0,12,1,1,0,1
3330,1397,1,2.8,1,15,0,60,0.1,82,3,18,991,1222,1242,18,12,15,1,0,1,1
3331,1779,1,1.3,0,1,0,29,0.5,194,8,20,447,1318,2337,19,2,6,0,0,1,2
3332,1420,0,1.8,1,5,1,16,0.2,170,4,6,933,1218,1089,6,0,8,1,1,0,1
3333,627,0,2.9,1,3,1,24,0.2,94,4,7,417,615,1951,13,12,4,1,0,1,1
3334,1985,0,2.9,0,9,0,14,0.4,196,7,18,301,964,1337,8,1,8,1,1,0,1
3335,1052,0,0.5,1,8,0,47,0.2,130,8,9,392,1890,1763,18,12,15,1,0,0,1
3336,524,1,3,1,5,1,34,0.9,125,8,13,157,1297,3286,14,7,14,1,0,0,2
3337,1824,1,2.5,0,4,1,5,0.6,98,4,16,455,580,2721,13,7,8,1,1,1,2
3338,1172,0,1.5,0,3,0,36,0.4,104,4,8,725,1218,2136,8,7,18,0,0,0,2
3339,1861,0,1.3,1,7,0,12,0.1,178,2,19,203,545,3936,9,7,8,0,0,1,3
3340,2001,1,0.5,0,0,1,16,0.1,94,8,1,161,708,3165,16,2,14,1,0,0,3
3341,1482,0,0.5,0,3,1,58,0.5,150,7,8,1707,1862,1592,17,16,2,1,0,0,2
3342,1436,0,0.6,0,12,0,44,0.8,131,5,13,509,652,2274,10,8,9,0,0,0,1
3343,1987,0,0.5,1,9,0,10,0.8,145,6,12,538,1508,1454,6,1,17,0,0,0,1
3344,848,0,0.8,1,2,1,42,0.8,128,5,18,404,1390,2604,15,2,13,1,1,1,2
3345,1442,0,0.6,0,8,0,42,0.9,151,5,9,678,1564,1838,6,1,16,1,0,0,1
3346,960,1,0.5,0,1,1,51,0.1,144,2,15,201,899,2936,17,1,6,1,1,1,2
3347,1459,1,2.8,1,0,1,18,0.3,178,8,1,359,1781,3361,8,0,16,1,1,1,3
3348,1345,0,1.3,1,5,1,7,0.8,168,7,19,854,867,2811,19,11,10,1,1,0,2
3349,1511,1,1.2,1,0,1,14,0.1,191,4,1,119,1179,598,14,12,12,1,1,0,0
3350,1589,1,0.9,1,0,1,14,0.4,173,2,4,1221,1398,3241,17,2,6,1,1,0,3
3351,1411,0,1.6,1,8,1,26,0.8,150,1,12,763,1296,3509,14,3,11,1,1,0,3
3352,1898,0,2.4,1,12,1,14,0.6,92,4,15,1414,1529,1298,9,6,16,1,0,1,1
3353,811,1,0.5,1,7,0,2,0.8,148,2,15,505,639,3614,14,9,3,0,1,0,2
3354,1449,0,2.5,1,0,1,42,0.9,124,8,1,1834,1848,2757,12,5,19,1,1,0,3
3355,2011,1,1.2,0,8,0,31,0.6,196,8,19,58,1368,2332,17,9,18,1,1,0,2
3356,1334,1,1.3,0,0,1,63,0.4,109,8,9,825,953,1485,7,6,16,1,1,1,1
3357,1034,0,1.3,0,7,0,9,0.7,192,2,12,909,1805,1376,6,1,14,1,1,0,1
3358,1352,1,2.3,1,0,0,40,0.1,123,2,1,220,1281,2403,6,4,7,1,0,1,2
3359,1223,1,1.6,1,9,0,57,0.5,111,4,20,337,1051,1907,16,0,17,1,0,1,1
3360,1962,1,0.5,1,2,1,31,0.1,145,5,9,845,1194,853,7,3,19,1,0,0,1
3361,895,0,0.7,1,9,1,28,0.2,151,6,16,256,896,772,19,11,8,1,0,1,0
3362,1562,1,1.5,1,0,1,27,0.4,113,5,7,640,1174,457,10,8,11,1,0,0,0
3363,2004,0,2.2,1,1,1,42,0.7,82,1,13,374,625,743,6,5,10,1,1,0,0
3364,809,0,0.5,0,2,0,12,0.5,114,1,8,182,530,1096,7,3,2,0,1,0,0
3365,1025,0,0.5,1,4,0,39,0.1,161,4,6,890,1207,2823,8,0,10,1,1,0,2
3366,1331,0,1.9,1,0,1,11,0.8,188,2,15,696,1603,1801,12,10,2,1,0,0,1
3367,1721,0,0.8,0,8,1,14,0.9,197,4,16,271,1357,1268,19,16,16,1,0,0,1
3368,611,1,0.8,1,8,1,62,0.1,117,8,9,126,776,3087,11,2,19,1,1,0,2
3369,554,1,2.3,0,4,0,51,0.4,200,8,17,1020,1238,424,11,2,12,0,0,0,0
3370,831,0,0.5,1,2,1,23,0.2,192,5,17,594,1564,2539,19,12,3,1,1,0,2
3371,1427,0,0.5,0,0,1,15,0.8,168,2,0,302,1245,1090,18,6,14,1,0,0,0
3372,614,1,1.7,1,3,1,6,0.8,169,4,11,826,1839,2672,14,8,9,1,0,1,2
3373,574,1,2.8,1,2,1,40,0.1,99,7,6,434,877,2995,15,12,19,1,0,1,2
3374,1629,1,2.3,1,3,0,52,0.1,100,5,8,159,1145,678,7,3,2,1,1,0,0
3375,1276,1,1.4,1,1,1,32,0.4,103,2,2,417,656,3393,18,13,10,1,1,0,3
3376,1617,1,1.9,1,0,1,63,0.6,93,5,2,649,1168,1485,15,9,20,1,1,0,1
3377,552,0,2,1,1,0,24,0.5,86,4,2,966,979,1347,7,4,3,1,1,0,0
3378,1084,0,2.6,0,0,0,49,0.3,199,4,5,1336,1982,3414,6,5,7,1,0,0,3
3379,839,0,0.5,1,0,1,57,0.5,135,2,0,362,542,344,17,3,7,1,0,1,0
3380,784,0,2.9,0,2,0,62,0.7,106,1,8,1717,1793,1649,9,3,6,0,1,0,1
3381,1824,0,2.9,0,0,0,33,0.2,132,8,2,1107,1565,2631,8,3,13,1,1,0,3
3382,1855,1,2.2,1,7,0,56,0.4,179,4,10,791,1239,3742,16,11,4,0,1,1,3
3383,1433,0,2.8,1,1,0,50,0.1,100,8,8,202,1405,784,17,1,17,0,1,1,0
3384,1776,0,0.5,1,12,0,10,0.2,184,3,19,246,1905,813,17,12,13,1,0,1,0
3385,1176,1,1.9,0,6,0,2,0.9,133,5,20,927,1088,1589,14,0,19,1,0,0,1
3386,1818,1,0.5,0,0,0,29,0.2,182,4,2,766,903,1297,19,4,17,0,1,0,1
3387,623,1,1.6,1,9,0,52,0.4,90,4,19,1047,1285,3493,10,4,12,1,1,1,3
3388,1546,1,1.1,1,18,1,17,0.3,160,4,20,1062,1405,2541,8,2,11,1,0,1,2
3389,1937,0,0.5,0,3,1,63,0.3,111,2,10,130,698,3444,13,3,19,1,0,0,3
3390,1814,0,0.5,1,6,0,52,0.9,120,6,10,108,1720,279,14,8,9,1,0,0,0
3391,1739,1,1.9,0,1,1,42,0.6,106,5,3,1229,1816,1889,16,7,6,1,0,0,2
3392,807,0,2.5,1,15,0,14,0.6,197,3,19,320,1388,2192,19,8,18,0,0,1,1
3393,1699,1,0.5,1,4,0,28,0.8,182,5,8,607,1085,801,11,10,5,0,0,0,0
3394,1457,1,2.1,1,0,0,6,0.9,103,1,1,1282,1352,733,17,5,10,0,0,0,0
3395,1017,0,1.6,1,0,1,30,1,160,8,1,70,593,1033,7,4,13,1,1,1,0
3396,1255,1,2.4,0,8,0,28,0.2,166,4,9,323,1808,339,11,10,19,1,0,0,0
3397,552,0,1.5,0,6,1,26,0.2,137,6,8,1131,1721,3969,18,11,15,1,1,1,3
3398,730,0,1.1,1,2,1,14,0.1,99,8,6,1886,1993,650,16,15,20,1,0,0,0
3399,1553,0,0.7,1,0,1,29,0.1,157,7,1,326,843,1182,11,8,5,1,0,0,0
3400,685,0,0.5,0,7,1,35,0.1,99,8,17,582,1279,1424,16,7,6,1,0,0,0
3401,1338,1,0.5,0,0,1,13,1,133,4,8,1361,1927,3728,19,3,18,1,1,0,3
3402,963,0,0.5,0,6,1,55,0.1,124,8,7,94,1693,1326,6,5,4,1,0,1,0
3403,961,0,1.5,1,6,0,18,0.3,119,4,7,348,1740,2947,17,13,9,1,1,1,2
3404,1341,1,0.5,0,5,1,27,0.3,144,3,18,610,1168,2695,7,2,5,1,0,1,2
3405,1460,0,0.5,0,3,0,40,0.7,184,2,5,971,1074,492,8,4,20,0,0,1,0
3406,1986,1,0.5,1,3,0,21,0.8,95,8,7,135,519,1745,12,10,8,0,0,1,1
3407,1744,1,2.3,1,18,0,60,0.5,171,4,20,150,1051,1241,9,3,20,0,1,0,1
3408,1630,0,1.5,0,1,1,63,0.7,111,2,10,282,1091,2775,19,10,8,1,1,1,2
3409,1804,1,0.5,1,1,1,33,0.5,110,5,4,379,694,615,17,8,16,1,0,1,0
3410,864,0,2.3,1,7,1,54,1,101,2,9,796,1019,1026,12,2,14,1,0,1,0
3411,869,0,1.9,1,0,1,14,0.6,115,1,7,403,1039,2460,6,3,12,1,1,1,1
3412,727,1,0.5,0,1,0,30,0.3,145,4,2,651,1539,2323,12,10,10,0,1,1,1
3413,964,0,0.5,0,6,1,15,0.6,81,2,17,862,947,1104,16,11,16,1,1,0,0
3414,1316,1,2.1,0,6,1,10,0.4,109,8,15,1343,1885,2240,9,3,15,1,1,1,2
3415,1563,1,2.7,0,2,0,32,0.1,126,7,5,1549,1631,1592,12,3,14,0,0,0,2
3416,1772,1,1.4,0,10,1,15,0.4,101,4,13,390,1175,2128,18,5,16,1,1,0,2
3417,1461,0,0.5,1,18,0,2,0.2,100,5,19,854,1156,614,9,4,18,1,1,1,0
3418,2000,1,1.9,0,0,0,50,0.7,119,8,18,968,1937,878,12,4,6,1,1,0,1
3419,921,0,2.1,0,1,0,44,0.6,95,5,2,162,953,3539,16,12,7,1,1,1,3
3420,833,0,0.5,1,2,0,58,0.3,160,4,4,476,706,1305,17,7,17,0,0,1,0
3421,917,0,2.7,1,4,0,19,0.6,147,6,7,1102,1508,566,19,18,16,0,0,0,0
3422,680,0,1.3,1,4,1,6,0.1,149,6,10,280,882,3587,9,5,12,1,0,1,2
3423,1122,0,2.1,0,1,0,34,0.1,173,1,4,173,1115,2842,13,5,17,1,0,1,2
3424,1346,0,1.4,0,3,1,59,0.7,183,7,5,402,1313,3463,18,16,5,1,1,0,3
3425,1365,0,2.4,0,5,1,6,0.9,92,6,9,637,1311,1330,12,1,14,1,0,0,1
3426,1613,0,2.5,1,1,0,19,0.6,88,6,9,839,1725,1200,10,3,18,0,0,1,1
3427,1467,0,1.4,1,8,0,37,0.8,80,8,20,911,922,1734,16,0,19,0,0,0,1
3428,1502,0,2.1,1,0,0,9,0.4,169,3,1,931,1771,1684,9,3,14,1,0,1,1
3429,1836,0,2.8,1,11,0,10,0.6,81,8,19,370,1262,1833,5,0,19,1,1,1,2
3430,1594,1,1,0,9,0,41,0.4,172,4,19,701,862,1405,19,9,2,0,1,1,1
3431,1685,1,1.7,1,1,1,44,0.5,172,8,4,1258,1447,1369,11,6,7,1,1,1,1
3432,1296,1,0.7,1,0,1,27,0.2,80,4,6,1143,1935,3978,17,15,6,1,0,0,3
3433,643,0,2,0,9,1,14,0.5,180,8,13,74,1460,1233,12,8,12,1,0,0,0
3434,672,0,2.2,0,0,1,24,0.7,151,8,2,932,1889,3946,8,1,10,1,1,1,3
3435,1824,1,0.5,1,0,0,32,1,115,6,0,212,1144,369,17,11,18,1,0,1,0
3436,701,1,2.5,0,9,0,40,0.2,109,5,20,384,1969,1403,12,7,8,0,1,0,1
3437,527,1,2.9,1,5,0,18,0.7,141,2,8,1091,1504,1001,13,7,16,0,0,1,0
3438,1946,0,2.8,1,1,0,16,0.5,154,3,9,237,1485,859,14,2,18,0,1,0,0
3439,928,0,2,0,8,1,31,0.3,91,3,20,883,1328,399,11,6,9,1,1,0,0
3440,1019,0,2.2,1,4,1,22,0.8,135,4,8,43,1003,930,18,4,7,1,0,1,0
3441,1147,1,0.9,0,2,1,13,0.4,92,4,19,26,915,3653,17,8,19,1,1,0,3
3442,612,1,2.9,0,0,1,64,0.3,186,8,1,111,658,3417,5,3,7,1,0,0,2
3443,986,0,0.5,1,5,0,53,0.5,196,5,7,113,600,1882,13,10,16,0,1,0,1
3444,1193,1,2.5,0,0,1,27,0.1,90,6,1,176,552,369,7,5,19,1,1,1,0
3445,1250,1,2.5,0,7,0,13,0.8,98,4,12,26,1016,2549,11,8,16,0,0,0,2
3446,672,0,0.5,1,7,1,5,0.3,169,8,10,667,742,2211,16,10,16,1,1,0,1
3447,1155,1,1.4,1,6,0,6,0.7,190,8,8,542,867,684,12,4,5,0,1,1,0
3448,1015,0,2.7,1,16,1,11,0.4,185,6,18,293,524,982,10,7,19,1,0,1,0
3449,1405,0,2.5,0,0,1,44,0.7,113,4,2,490,1110,1301,8,1,16,1,0,1,1
3450,615,0,0.9,0,9,0,50,0.9,141,8,18,1579,1729,2210,7,5,16,0,1,0,2
3451,1262,1,0.5,0,3,1,55,0.8,140,3,8,613,1205,552,18,10,13,1,1,1,0
3452,544,1,0.5,1,0,1,12,0.5,121,4,3,166,1669,2352,18,12,20,1,0,1,1
3453,1463,0,2.1,0,1,0,31,0.6,114,5,4,1581,1651,815,11,5,9,0,1,1,1
3454,1355,0,2.8,0,1,0,50,0.1,173,1,8,135,632,2665,7,2,11,0,1,1,2
3455,845,1,0.5,0,5,1,22,0.6,198,1,8,351,1443,1687,15,4,20,1,1,1,1
3456,880,1,1.5,0,0,1,57,0.1,159,4,0,297,736,2178,8,6,18,1,0,0,1
3457,1417,0,2.1,0,16,0,44,0.9,151,1,20,1711,1892,1217,10,6,5,0,0,1,1
3458,853,0,0.9,1,6,0,33,0.7,150,6,7,1490,1603,2093,10,8,19,0,1,0,2
3459,1381,0,0.5,0,10,1,42,0.2,91,1,20,915,937,1611,12,0,14,1,0,0,1
3460,1940,0,0.9,1,3,0,11,0.4,190,8,12,499,1518,2937,16,11,18,0,1,1,3
3461,1727,0,0.5,1,7,0,31,0.4,120,2,10,295,639,3728,5,1,19,0,0,1,3
3462,1214,1,0.5,0,1,1,10,0.4,198,6,5,1159,1735,747,11,4,3,1,1,0,0
3463,1809,1,2.3,0,4,0,44,0.9,184,2,11,1032,1375,3598,17,7,4,1,1,0,3
3464,1160,0,0.8,1,11,0,28,0.7,158,6,13,1093,1146,2648,18,3,15,1,0,1,2
3465,789,1,1.7,0,0,1,20,1,146,4,9,999,1815,706,15,11,7,1,1,1,0
3466,523,0,2.6,0,0,0,33,0.1,110,6,10,1060,1909,1714,6,2,5,0,1,0,1
3467,1058,1,1.2,1,3,1,40,0.1,175,6,7,1086,1576,2158,11,8,12,1,0,1,2
3468,1510,1,0.9,1,4,1,10,0.1,153,8,20,106,989,3717,9,0,3,1,0,1,3
3469,1438,1,0.6,0,0,1,33,0.5,89,3,2,404,1660,3792,10,3,9,1,0,1,3
3470,739,0,2.2,0,0,1,40,0.8,94,4,20,331,990,1363,16,11,4,1,1,1,0
3471,1589,1,2,0,0,1,20,0.6,148,3,0,418,1563,1400,17,1,16,1,0,1,1
3472,727,1,2.1,1,5,1,11,0.1,197,3,6,1758,1869,1185,15,12,19,1,1,0,1
3473,1608,0,1.9,1,1,0,63,0.9,88,1,20,1483,2000,929,18,13,6,0,0,1,1
3474,554,0,1,0,0,1,10,0.4,127,4,0,1844,1885,1040,19,9,15,1,1,0,1
3475,1630,1,2.6,0,14,0,29,0.9,113,6,20,291,688,3706,13,1,18,0,0,0,3
3476,1167,0,1.1,1,2,1,5,0.2,98,1,13,547,1252,1491,12,0,12,1,0,0,1
3477,1651,0,1,0,6,0,2,0.2,189,1,11,448,575,2320,19,9,9,1,1,1,2
3478,1163,1,2.7,0,0,0,39,0.4,151,8,1,405,812,1020,6,2,11,1,1,0,0
3479,1267,1,2.3,0,0,1,44,0.2,149,1,10,212,1033,3032,7,4,12,1,1,0,2
3480,1819,1,2,1,2,1,54,0.1,117,1,11,355,739,3163,13,0,6,1,0,1,3
3481,616,0,1.5,0,8,0,12,0.7,114,6,20,1011,1296,1564,7,5,19,1,1,0,1
3482,1847,0,2.1,0,7,1,40,0.1,99,4,11,8,1999,3713,13,0,16,1,1,0,3
3483,533,0,2.3,0,0,1,31,0.8,145,6,14,272,531,2774,13,7,17,1,0,1,1
3484,578,0,0.6,1,1,0,50,0.1,158,2,8,551,715,2177,13,6,6,1,1,1,1
3485,1702,1,0.5,0,11,0,9,0.5,150,5,15,475,687,2658,8,4,3,1,0,0,2
3486,755,1,2.3,0,0,0,21,0.7,104,8,1,883,937,352,11,8,7,1,0,0,0
3487,1156,0,1.2,1,1,1,22,1,125,3,6,1124,1736,1235,12,5,16,1,1,0,1
3488,774,1,0.5,0,9,0,3,0.8,196,7,15,1333,1957,2269,19,3,15,1,1,1,2
3489,972,1,1.3,1,0,0,36,0.4,196,5,14,1321,1343,3094,19,1,8,1,1,1,3
3490,785,1,1.2,1,7,1,8,0.6,134,7,8,560,1814,443,7,6,15,1,0,0,0
3491,1028,1,0.8,0,5,0,12,0.5,102,3,14,343,691,2314,5,1,2,0,1,0,1
3492,1837,1,1.9,1,9,1,2,0.7,103,1,14,58,1117,3979,12,2,19,1,1,0,3
3493,1143,1,0.5,1,1,1,29,0.7,130,1,14,601,1339,453,6,1,10,1,1,1,0
3494,1196,1,0.5,1,3,1,48,0.1,120,8,12,276,1022,1173,8,3,3,1,0,0,0
3495,587,1,2,1,0,1,26,0.5,118,6,2,390,1376,1324,8,4,2,1,0,1,0
3496,1485,0,3,0,4,1,20,0.3,169,2,6,451,904,818,6,1,11,1,1,0,0
3497,1881,1,0.5,0,2,1,40,0.9,179,8,17,584,896,319,8,2,17,1,1,0,0
3498,1388,0,2.9,0,2,0,20,0.4,147,6,7,604,691,3868,8,0,12,1,0,1,3
3499,894,0,1,0,1,0,64,0.5,160,3,6,123,648,2131,18,9,6,1,1,1,1
3500,1755,1,0.5,1,5,1,43,0.9,176,3,7,364,1419,1942,9,2,3,1,1,0,2
3501,1238,0,0.7,1,6,0,60,0.1,107,2,15,18,1579,2444,17,11,6,1,0,0,2
3502,1983,1,0.5,1,0,1,15,1,132,2,0,1407,1696,1679,15,9,20,1,1,1,2
3503,1199,1,0.5,1,2,0,21,0.4,160,8,4,76,596,2382,17,8,7,1,0,0,1
3504,1775,0,0.7,0,7,0,60,0.1,157,4,10,651,802,1401,14,5,14,1,0,0,1
3505,1744,1,1.4,1,4,1,4,0.5,163,6,18,817,2000,3913,5,1,4,1,1,1,3
3506,865,0,1.8,1,5,1,8,0.8,160,5,9,691,1361,336,7,6,20,1,0,0,0
3507,861,1,1.5,1,4,1,36,0.3,151,4,16,64,539,2310,10,2,19,1,1,1,1
3508,1588,0,2.5,1,0,1,11,0.2,185,7,20,500,830,2203,7,3,17,1,1,0,2
3509,1567,0,2.8,1,7,0,23,0.1,105,6,18,707,1504,2205,13,9,20,1,0,1,2
3510,1985,1,1.6,0,0,0,48,0.5,92,8,2,298,816,2893,7,2,11,1,0,1,3
3511,840,1,0.6,1,9,1,35,0.2,87,6,17,31,838,2388,5,3,15,1,0,1,1
3512,1076,0,1.5,0,7,0,3,0.9,155,4,10,402,861,1940,12,10,20,1,1,0,1
3513,1708,0,2.3,1,1,0,34,0.4,84,5,10,721,1754,3317,17,6,14,0,0,0,3
3514,1356,0,2.4,1,5,1,14,0.9,81,8,10,1071,1217,483,18,7,11,1,1,1,0
3515,847,0,0.5,0,2,1,27,0.2,123,1,16,1429,1475,1612,11,9,20,1,1,0,1
3516,608,0,2.6,0,0,1,20,0.4,122,2,18,631,828,1614,19,11,2,1,0,1,0
3517,1094,1,1.9,1,13,1,42,0.1,101,7,17,91,828,2477,7,4,7,1,0,0,1
3518,924,0,1.4,1,3,0,14,0.7,199,4,4,1571,1704,2954,16,3,11,0,1,0,3
3519,857,0,2.2,1,1,1,22,0.9,197,7,2,785,2007,3175,14,11,7,1,0,0,3
3520,1348,1,3,0,3,0,60,0.8,180,2,4,91,571,3636,5,2,9,1,0,0,3
3521,1896,0,1.6,0,9,0,24,0.1,87,1,16,211,927,3584,17,10,3,0,0,0,3
3522,1141,1,0.5,1,6,0,33,0.6,147,8,7,946,1238,1461,17,15,19,1,0,0,1
3523,839,1,2.4,1,14,1,57,0.6,117,2,17,1085,1195,1928,15,14,5,1,0,0,1
3524,1663,0,2.3,0,0,1,38,0.7,89,1,1,781,893,345,14,10,2,1,1,1,0
3525,1175,0,1,0,0,0,50,0.5,104,4,10,340,878,1425,10,3,15,1,1,1,1
3526,1530,0,2.5,0,2,1,8,0.8,169,4,18,578,1657,2759,18,16,12,1,0,0,2
3527,976,0,0.5,0,1,1,60,0.8,156,3,3,750,833,2743,12,6,16,1,0,0,2
3528,1850,0,1,1,5,1,12,0.9,103,8,6,1428,1551,2315,8,7,20,1,0,1,3
3529,1041,1,2.8,0,1,1,30,0.1,193,1,10,1809,1935,1445,18,4,13,1,0,1,1
3530,1844,1,2.2,1,4,0,55,1,189,8,9,1701,1802,1154,14,3,10,0,1,0,1
3531,584,1,2,1,5,1,58,0.6,101,6,11,39,1548,576,19,10,11,1,0,1,0
3532,1783,1,2.3,0,0,0,9,0.6,183,6,5,1106,1385,3806,13,10,14,1,0,1,3
3533,983,1,1.3,1,5,0,59,0.2,84,7,19,1773,1798,3696,12,0,12,0,0,0,3
3534,655,1,0.5,0,0,1,38,0.8,86,5,10,895,1787,456,9,2,2,1,1,0,0
